GeneSymbol	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
MYLK3	40	19	34	25	10	26	25	23
MYLK4	42	21	16	22	16	27	28	13
MYLPF	9	4	11	10	7	3	3	1
MYNN	1274	737	960	886	620	869	737	573
MYO10	6212	3492	4262	3818	2405	4137	3650	2708
MYO15A	25	11	32	28	17	25	14	12
MYO15B	55	46	97	121	53	52	40	44
MYO16	4	3	2	0	0	2	1	0
MYO18A	1730	1069	1370	1384	718	1167	1127	878
MYO18B	3	1	9	7	5	0	0	2
MYO19	4075	2299	2990	2952	1524	2954	2471	1959
MYO1A	39	26	31	20	8	44	29	30
MYO1B	4449	2778	3434	3147	1955	3480	2933	2237
MYO1C	2535	1630	2414	2285	1239	1723	1478	1284
MYO1D	3815	2322	3195	3021	1748	3360	2913	2215
MYO1E	1291	779	1069	993	546	1004	838	717
MYO1F	18	9	20	10	10	20	9	6
MYO1G	1	0	4	2	2	1	1	1
MYO1H	10	9	7	5	4	14	4	5
MYO3A	447	300	348	340	218	389	362	291
MYO3B	3	0	1	2	0	3	1	2
MYO5A	1877	1139	1503	1266	788	1594	1475	1031
MYO5B	873	518	755	597	354	655	534	478
MYO5C	1652	990	1004	889	542	1163	1074	809
MYO6	4062	2596	3723	3413	2210	3218	2851	2134
MYO7A	47	30	33	25	10	28	23	22
MYO7B	2	0	0	1	1	2	0	1
MYO9A	1553	1023	1467	1231	825	1097	1044	726
MYO9B	2588	1480	1542	1551	817	1334	1174	954
MYOC	0	0	0	0	0	0	0	0
MYOCD	4	2	11	5	4	7	0	2
MYOD1	7	8	16	8	2	13	12	7
MYOF	116	62	78	75	40	122	94	77
MYOG	0	0	0	1	0	0	0	0
MYOM1	29	10	61	58	28	49	44	32
MYOM2	579	342	650	582	336	567	464	425
MYOM3	4	1	6	8	4	6	4	1
MYOT	0	0	0	0	0	0	1	1
MYOZ1	9	3	12	7	4	8	2	5
MYOZ2	34	10	4	2	3	9	4	5
MYOZ3	3	3	5	4	3	3	4	5
MYPN	12	8	8	7	9	9	11	2
MYPOP	1028	574	544	572	280	548	480	364
MYRIP	42	29	64	54	32	38	41	22
MYSM1	6238	3639	4426	3947	2784	3438	3305	2334
MYT1	44	28	107	112	66	37	39	30
MYT1L	2	1	0	0	0	2	0	1
MYZAP	9	5	15	23	14	14	9	11
MZB1	1	0	0	2	0	1	2	2
MZF1	1511	955	1286	1377	631	1177	1090	956
MZT1	6944	4139	6263	5720	4243	6284	5660	3914
MZT2A	1232	750	832	930	428	775	588	541
MZT2B	2396	1458	1618	1607	706	1327	1056	948
N4BP1	1555	903	1042	1066	571	809	720	527
N4BP2	1821	1220	1792	1661	1137	1414	1332	917
N4BP2L1	66	34	38	52	28	24	35	16
N4BP2L2	2077	1261	1753	1528	1053	1299	1241	858
N4BP3	214	152	270	257	144	233	186	144
N6AMT1	946	536	540	495	310	580	459	362
N6AMT2	187	103	103	108	59	151	126	86
NAA10	4784	2880	3546	3462	1777	3405	2899	2341
NAA11	2	2	2	6	1	2	3	3
NAA15	9971	5963	6851	6084	4060	7308	6231	4351
NAA16	1273	786	852	739	506	808	788	561
NAA20	2356	1388	1748	1633	1072	1875	1523	1216
NAA25	5292	3327	3729	3465	2174	3976	3458	2594
NAA30	1909	1008	1451	1360	817	1269	1058	770
NAA35	1327	815	1008	942	580	919	790	589
NAA38	2809	1673	2268	2034	1385	2329	2038	1504
NAA40	2503	1509	1549	1374	742	1857	1485	1202
NAA50	18371	10787	11410	10301	6691	12469	10764	7808
NAA60	1909	994	1064	1023	515	1154	908	693
NAAA	141	83	109	128	62	88	72	62
NAALAD2	515	313	546	454	343	333	323	244
NAALADL1	1	2	3	4	7	0	1	1
NAALADL2	5	1	4	3	2	2	2	0
NAB1	1942	1237	1828	1544	1177	1621	1481	1027
NAB2	781	405	435	403	216	364	296	253
NACA	11082	6579	9470	8624	5647	7879	6767	5281
NACA2	7841	4828	6585	5932	3207	5585	4787	3731
NACAD	253	151	229	278	119	196	200	155
NACAP1	2655	1804	2225	2105	1075	1938	1588	1263
NACC1	5455	2912	2678	2578	1223	3896	3183	2342
NACC2	1261	721	954	987	540	1010	930	672
NADK	4454	2627	2852	2873	1471	2713	2365	1798
NADKD1	2948	1808	2397	2168	1465	2064	1841	1448
NADSYN1	768	472	533	496	273	492	458	346
NAE1	3813	2368	3307	2983	1840	3676	3239	2404
NAF1	1395	831	941	838	543	770	675	527
NAGA	1214	736	1058	952	522	983	809	695
NAGK	705	453	533	490	281	650	481	436
NAGLU	993	608	855	836	450	818	658	549
NAGPA	472	275	244	200	101	297	239	195
NAGS	40	28	71	54	28	37	45	37
NAIF1	433	244	344	356	187	398	318	250
NAIP	15	10	13	10	7	10	10	6
NALCN	454	279	371	344	220	430	362	302
NAMPT	3370	2315	2762	2587	1786	2351	1999	1475
NANOG	1	0	0	0	0	0	0	0
NANOGNB	0	0	0	0	0	0	0	0
NANOS1	613	359	356	345	200	379	359	260
NANOS2	2	1	4	3	3	0	4	0
NANOS3	5	2	10	7	3	3	4	4
NANP	1249	711	1179	1069	687	860	835	584
NANS	2081	1192	1342	1360	728	1413	1146	969
NAP1L1	17599	10192	11081	10035	6388	9549	8321	6168
NAP1L2	609	291	428	386	226	352	292	233
NAP1L3	484	258	299	286	174	269	271	224
NAP1L4	6353	3732	3874	3572	2037	4719	4051	3123
NAP1L5	4	0	1	0	3	1	0	0
NAP1L6	0	0	0	0	0	0	0	0
NAPA	4138	2211	2142	2225	1014	2743	2256	1738
NAPB	1081	671	1043	929	621	983	815	687
NAPEPLD	741	430	524	467	284	363	305	260
NAPG	1057	605	1194	1121	672	1030	838	623
NAPRT1	131	71	52	39	19	97	76	68
NAPSA	82	44	42	29	19	42	34	32
NAPSB	2	1	2	0	1	0	0	2
NARF	2192	1265	1547	1494	807	1619	1377	1062
NARFL	642	396	392	388	216	496	371	276
NARG2	2918	1653	2009	1751	1184	1990	1761	1340
NARS	6083	3595	4330	3900	2516	4313	3600	2831
NARS2	1281	769	1039	928	585	978	854	632
NASP	13869	8000	9708	8797	5679	9150	8005	6289
NAT1	229	129	146	136	91	126	128	98
NAT10	5979	3406	3068	2822	1681	3636	3000	2298
NAT14	883	608	1039	1066	523	920	783	619
NAT16	2	0	4	2	2	0	2	2
NAT2	13	4	3	5	5	10	7	7
NAT6	299	173	289	280	138	292	242	210
NAT8	0	0	0	0	0	0	0	0
NAT8B	0	0	0	0	0	0	0	0
NAT8L	1498	911	1440	1468	789	1471	1221	939
NAT9	1548	864	1160	1032	641	1181	958	848
NAV1	869	585	1201	1027	567	866	736	593
NAV2	926	624	1106	1001	579	754	656	541
NAV2-AS4	0	1	2	0	0	4	1	4
NAV3	12	16	24	23	11	31	33	23
NBAS	2090	1247	1530	1320	850	1344	1100	927
NBEA	666	426	630	509	334	505	471	335
NBEAL1	616	401	601	517	400	476	450	325
NBEAL2	1817	1294	1362	1414	744	1343	1116	1022
NBEAP1	5	2	1	0	2	5	3	1
NBL1	10	7	12	16	13	14	9	7
NBLA00301	2	3	7	5	5	6	4	3
NBN	2678	1551	1566	1427	940	1880	1591	1156
NBPF1	2028	1227	1019	846	536	1431	1284	952
NBPF10	846	450	315	229	148	364	292	207
NBPF11	0	0	0	0	0	0	0	0
NBPF14	430	248	202	182	113	221	207	139
NBPF15	159	89	140	111	69	102	102	90
NBPF16	16	14	14	3	2	10	5	10
NBPF22P	0	0	0	0	0	0	0	0
NBPF24	0	0	0	0	0	0	0	0
NBPF3	598	427	518	473	302	541	486	357
NBPF4	0	0	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0	0	0
NBPF7	2	1	2	1	1	0	1	0
NBPF9	831	572	540	485	277	511	499	388
NBR1	10350	5898	6562	6071	3787	7158	6055	4691
NBR2	189	130	201	187	102	170	137	101
NCALD	97	67	155	148	95	102	111	92
NCAM1	1426	928	1237	1136	746	1003	829	676
NCAM2	6	1	2	6	0	4	3	1
NCAN	19	7	7	10	3	6	7	4
NCAPD2	15682	9033	9916	9361	5428	9755	8252	6563
NCAPD3	8229	4656	5621	5152	3106	5223	4660	3656
NCAPG	6725	3940	4716	4109	2645	4641	4010	2937
NCAPG2	8491	4995	6992	6485	3992	7684	6779	5130
NCAPH	5978	3540	3954	3606	2021	4614	3938	3023
NCAPH2	3535	2042	2345	2153	1121	2685	2311	1833
NCBP1	4902	2836	3296	2989	1816	3771	3241	2457
NCBP2	4679	2782	4380	3884	2607	4032	3409	2436
NCCRP1	0	0	1	3	0	1	1	1
NCDN	3361	1939	1930	1852	909	2394	1972	1553
NCEH1	379	217	439	400	251	391	290	245
NCF1	2	0	0	0	0	0	0	0
NCF1B	0	0	0	0	0	0	1	0
NCF1C	0	1	0	0	0	0	0	0
NCF2	2	1	2	4	2	2	1	0
NCF4	0	0	0	0	0	0	0	0
NCK1	1479	845	1170	1100	707	1000	745	642
NCK2	1688	951	1394	1400	711	1372	1207	957
NCKAP1	10570	5980	7043	6291	3913	7167	6039	4574
NCKAP1L	29	13	57	56	21	39	35	28
NCKAP5	154	96	172	144	106	138	119	97
NCKAP5L	2561	1466	1355	1348	676	1522	1216	1034
NCKIPSD	1736	1103	1000	965	450	1275	1114	854
NCL	53111	31083	31925	27966	17855	36287	30474	23524
NCLN	3770	2118	2015	1918	1066	2534	1978	1720
NCOA1	3142	1868	1837	1656	1007	2029	1775	1423
NCOA2	1499	906	942	839	487	954	825	657
NCOA3	1893	1022	1854	1654	1059	1630	1499	1059
NCOA4	6316	3542	3956	3460	2165	3845	3214	2359
NCOA5	2258	1261	1105	1016	543	1635	1429	1032
NCOA6	4637	2588	2613	2408	1256	2895	2548	1955
NCOA7	1579	950	1588	1383	893	1503	1324	1032
NCOR1	8861	5075	5740	4906	3089	5262	4802	3560
NCOR1P1	3	1	1	0	0	0	0	3
NCOR2	4729	2717	3044	2943	1529	2896	2474	2026
NCR1	0	0	0	0	0	0	0	0
NCR2	0	0	0	0	0	0	0	0
NCR3	4	1	5	2	0	2	2	3
NCRNA00185	0	0	0	0	0	0	0	0
NCRUPAR	1	0	0	0	0	0	0	0
NCS1	2776	1724	1719	1654	894	1971	1633	1350
NCSTN	2667	1670	1794	1604	909	1441	1139	955
NDC80	1804	1051	1236	1144	766	1293	1060	825
NDE1	1207	745	851	851	463	871	767	636
NDEL1	1394	873	959	939	571	859	739	578
NDFIP1	5951	3663	4340	4003	2519	4552	4019	2936
NDFIP2	5979	3601	4612	4044	2902	4626	4004	2970
NDN	0	0	0	0	0	0	0	0
NDNF	313	219	386	377	260	300	239	211
NDNL2	1256	721	807	792	414	717	629	458
NDOR1	2346	1448	1440	1450	722	1862	1591	1332
NDP	3	1	1	0	0	3	4	5
NDRG1	5767	4856	6788	6834	3867	4847	4285	3551
NDRG2	1013	656	809	809	334	759	651	504
NDRG3	2851	1692	2194	2044	1151	2007	1615	1334
NDRG4	642	406	801	844	471	498	448	370
NDST1	4569	2733	3179	2833	1591	3468	2933	2411
NDST2	969	622	867	841	449	848	686	569
NDST3	3	2	12	2	3	9	9	5
NDST4	72	51	93	88	49	84	72	64
NDUFA1	2093	1218	1476	1334	805	1528	1266	1011
NDUFA10	2372	1489	2221	2157	1186	2127	1795	1437
NDUFA11	2889	1663	1895	2025	925	2098	1764	1349
NDUFA12	2403	1393	1594	1425	771	1776	1302	1099
NDUFA13	3118	1897	2409	2447	1142	2318	1958	1680
NDUFA2	2049	1193	1364	1322	699	1378	1017	884
NDUFA3	1935	1134	1113	1225	558	1216	1030	838
NDUFA4	1713	964	1152	1145	617	1209	879	698
NDUFA4L2	11	4	12	9	7	8	4	5
NDUFA5	2743	1653	2183	1923	1318	1851	1537	1098
NDUFA6	2083	1230	1454	1358	689	1302	1054	870
NDUFA7	1496	918	1018	1045	573	1021	881	685
NDUFA8	2139	1222	1609	1403	705	1808	1422	1112
NDUFA9	3012	1573	2017	1833	1077	1981	1655	1222
NDUFAB1	2742	1607	1769	1626	1054	1916	1584	1342
NDUFAF1	826	479	534	503	315	503	421	321
NDUFAF2	464	259	405	365	211	302	266	212
NDUFAF3	2143	1251	1677	1759	839	1627	1396	1033
NDUFAF4	2099	1196	1240	1088	726	1336	1145	831
NDUFB1	794	442	572	545	355	602	450	366
NDUFB10	5570	3330	3688	3668	1729	3805	3184	2590
NDUFB11	3961	2338	2582	2684	1353	2844	2379	2030
NDUFB2	2985	1574	1474	1409	781	1990	1624	1233
NDUFB3	1780	1038	1247	1115	603	1229	973	756
NDUFB4	3031	1847	2020	2080	1085	1990	1817	1382
NDUFB5	2334	1372	1838	1672	1015	1454	1216	887
NDUFB6	1722	958	1150	1135	677	1198	992	763
NDUFB7	1978	1224	1265	1270	587	1291	1101	890
NDUFB8	3262	1880	2064	1986	1126	2431	1943	1501
NDUFB9	3531	2111	2083	2078	1051	2363	1750	1406
NDUFC1	2020	1199	1340	1281	736	1447	1149	924
NDUFC2	1913	1014	1254	1051	645	1326	1217	769
NDUFC2-KCTD14	0	0	0	2	0	0	0	1
NDUFS1	4572	2646	3248	2920	1777	2841	2497	1990
NDUFS2	4637	2739	2723	2561	1386	3167	2573	2073
NDUFS3	3024	1714	1843	1728	925	2150	1729	1381
NDUFS4	958	612	892	935	513	855	642	510
NDUFS5	4050	2306	2674	2383	1357	2854	2393	1903
NDUFS6	3712	2066	1983	2059	1108	2567	2212	1674
NDUFS7	1320	725	893	952	436	727	590	444
NDUFS8	2756	1626	1575	1700	765	1786	1503	1184
NDUFV1	3579	2251	2755	2718	1377	2702	2258	1965
NDUFV2	955	513	583	557	362	684	556	395
NDUFV3	1187	749	974	857	502	815	700	540
NEAT1	31856	19757	35498	31646	19659	16665	14781	12140
NEB	261	177	99	63	39	166	131	121
NEBL	1029	720	1148	1020	641	1033	910	733
NECAB1	4	1	5	4	3	6	5	6
NECAB2	44	37	67	71	38	33	27	28
NECAB3	719	397	437	403	210	469	378	363
NECAP1	2866	1606	2076	1940	1185	1993	1797	1340
NECAP2	2199	1309	1487	1372	750	1414	1166	926
NEDD1	1864	1213	1694	1604	1059	1415	1349	959
NEDD4	1176	746	943	829	575	836	772	560
NEDD4L	2558	1470	1842	1577	1078	1594	1472	1091
NEDD8	1685	984	1145	1111	569	1404	983	850
NEDD8-MDP1	0	0	1	0	1	0	1	0
NEDD9	238	164	223	201	140	214	208	155
NEFH	53	25	26	25	11	25	18	16
NEFL	4860	3057	2828	2730	1632	3771	3311	2462
NEFM	288	173	242	239	133	202	158	116
NEGR1	3	1	1	1	1	2	0	0
NEGR1-IT1	0	0	0	0	0	0	0	0
NEIL1	363	293	439	436	217	374	345	284
NEIL2	373	247	364	370	195	380	324	262
NEIL3	950	592	795	753	444	745	639	509
NEK1	2080	1208	1277	1154	743	1252	1075	793
NEK10	102	59	108	77	46	63	65	44
NEK11	263	143	150	114	71	183	152	116
NEK2	1692	1010	1216	1157	667	1259	1055	850
NEK3	508	337	445	411	235	434	351	316
NEK4	2408	1451	1603	1346	894	1764	1580	1155
NEK5	21	16	29	19	16	18	20	14
NEK6	978	652	843	783	448	823	752	582
NEK7	3330	1795	1921	1717	1136	1981	1782	1285
NEK8	450	286	376	364	162	348	295	244
NEK9	5588	3312	3989	3444	1999	3840	3290	2660
NELF	3402	2036	1756	1842	854	2762	2368	1866
NELL1	6	3	2	2	1	4	2	0
NELL2	1681	1036	1084	1061	550	1133	917	722
NEMF	3625	2191	2157	1940	1209	2455	2146	1544
NENF	1424	886	876	942	434	1100	864	718
NEO1	6813	4129	3851	3296	2057	3692	2946	2263
NES	739	468	667	606	384	693	555	443
NET1	6097	3600	4047	3644	2267	3906	3416	2567
NETO1	0	0	0	0	0	0	0	0
NETO2	2751	1572	1455	1189	799	1511	1319	959
NEU1	4306	2356	2772	2496	1259	2738	2022	1644
NEU2	0	0	0	0	0	0	0	0
NEU3	721	389	567	483	296	516	442	359
NEU4	2	3	3	3	0	1	1	1
NEURL	65	38	82	84	33	47	52	59
NEURL1B	168	108	377	364	235	209	204	134
NEURL2	47	24	49	39	27	50	38	30
NEURL3	10	5	2	3	1	1	2	1
NEURL4	2651	1533	1394	1389	694	1477	1276	1049
NEUROD1	1	1	2	0	0	1	1	1
NEUROD2	3	4	8	3	4	1	2	3
NEUROD4	18	12	8	4	4	11	9	6
NEUROD6	0	0	0	0	0	0	0	0
NEUROG1	1	1	9	5	1	1	2	0
NEUROG2	35	22	65	57	39	22	33	14
NEUROG3	0	0	0	3	1	0	0	0
NEXN	271	148	231	191	151	160	140	102
NF1	7284	4541	5601	4692	2841	4820	4344	3091
NF1P2	0	0	0	0	0	0	0	0
NF2	2610	1329	1706	1570	820	2021	1760	1222
NFAM1	3	2	11	13	6	5	5	2
NFASC	92	76	104	79	41	104	99	76
NFAT5	3083	1925	2964	2297	1399	1956	1929	1360
NFATC1	812	494	546	600	307	481	392	343
NFATC2	65	56	74	64	43	37	48	42
NFATC2IP	3541	2159	2314	2159	1310	2302	2074	1634
NFATC3	2484	1393	1349	1289	765	1439	1283	872
NFATC4	590	442	979	987	516	704	564	530
NFE2	17	9	10	9	1	17	16	11
NFE2L1	8504	5214	6288	5526	3272	5578	4610	3709
NFE2L2	2958	1772	2039	2013	1269	1869	1637	1207
NFE2L3	593	443	781	672	454	398	304	219
NFIA	876	509	838	721	500	676	591	443
NFIB	632	386	690	625	383	436	376	279
NFIC	1775	1070	1492	1627	730	1372	1256	951
NFIL3	1024	757	939	899	516	856	739	588
NFIX	1017	604	688	678	341	770	673	527
NFKB1	2016	1164	983	846	531	1011	857	645
NFKB2	1204	745	951	898	504	824	720	595
NFKBIA	1219	679	679	607	354	544	454	373
NFKBIB	1586	843	1151	1056	478	1114	835	698
NFKBID	218	156	178	171	80	192	168	141
NFKBIE	466	298	397	396	211	315	276	215
NFKBIL1	1029	646	890	892	414	761	658	504
NFKBIZ	869	542	802	670	429	536	518	432
NFRKB	4159	2442	2239	2167	1163	2718	2224	1872
NFS1	1543	855	1243	1240	603	1296	1119	850
NFU1	855	506	604	524	327	593	527	367
NFX1	3033	1724	1840	1636	928	1915	1602	1246
NFXL1	1717	1062	1349	1151	742	1234	1056	834
NFYA	4995	2816	2884	2551	1606	3199	2520	1951
NFYB	1229	738	876	795	546	729	595	488
NFYC	3537	1895	1901	1819	857	2130	1819	1436
NGB	0	0	0	0	0	0	0	0
NGDN	2118	1170	1188	1093	596	1306	1009	774
NGEF	207	116	399	363	205	223	201	166
NGF	20	12	32	37	16	17	17	13
NGFR	300	198	336	310	184	311	287	239
NGFRAP1	13605	8267	11439	10375	5675	10233	8480	6664
NGLY1	2737	1659	1978	1771	1153	1860	1497	1242
NGRN	8150	4573	4252	4031	2305	5341	4576	3401
NHEG1	0	0	1	0	0	0	0	0
NHEJ1	929	530	477	421	211	536	458	387
NHLH1	69	34	28	19	12	31	34	25
NHLH2	350	185	417	392	253	216	210	155
NHLRC1	59	31	27	36	29	46	49	27
NHLRC2	2148	1272	2243	1999	1413	1633	1551	1106
NHLRC3	787	495	628	603	393	497	410	357
NHLRC4	24	10	22	28	9	15	18	17
NHP2	3014	1764	1998	1977	980	2536	2032	1732
NHP2L1	3995	2266	2737	2763	1362	3039	2537	2020
NHS	453	306	639	539	340	429	449	311
NHSL1	775	477	940	864	549	825	754	549
NHSL2	209	192	682	664	383	294	303	237
NICN1	610	362	524	490	237	493	413	373
NID1	15939	8766	6495	5758	3460	5251	4375	3272
NID2	774	511	812	703	434	443	384	282
NIF3L1	1444	940	1022	982	524	1104	928	668
NIM1	30	27	65	95	42	33	34	26
NIN	3704	2376	2696	2249	1684	2853	2605	1895
NINJ1	812	452	602	601	308	584	501	414
NINJ2	2	1	6	11	4	10	4	5
NINL	803	476	812	768	460	518	456	384
NIP7	2059	1095	1121	1013	687	1257	1007	750
NIPA1	1839	1069	1466	1287	896	1542	1279	948
NIPA2	3134	1899	2021	1722	1112	2192	1684	1301
NIPAL1	243	143	283	216	163	181	177	131
NIPAL2	60	44	53	43	30	46	31	42
NIPAL3	2880	1575	1994	1745	1029	1775	1525	1182
NIPAL4	3	3	5	10	7	5	10	4
NIPBL	7071	4346	5926	5000	3552	5212	4852	3519
NIPSNAP1	3967	2454	3330	3239	1822	3226	2619	2215
NIPSNAP3A	886	521	978	891	522	693	558	420
NIPSNAP3B	69	50	80	98	50	73	52	46
NISCH	3079	1820	2328	2306	1158	1843	1760	1353
NIT1	1020	648	849	874	445	739	678	537
NIT2	1282	758	1062	1053	558	1070	917	770
NKAIN1	278	157	180	144	104	161	121	125
NKAIN2	139	98	142	115	70	205	156	108
NKAIN3	0	0	0	0	0	0	0	0
NKAIN4	0	0	0	0	0	0	0	0
NKAP	1631	962	1202	1104	677	1089	916	730
NKAPL	44	36	41	31	12	28	20	19
NKAPP1	128	88	76	73	39	76	67	72
NKD1	345	176	333	295	166	243	256	168
NKD2	545	364	563	645	279	448	398	313
NKG7	0	1	0	2	0	0	0	1
NKIRAS1	773	457	608	554	399	484	430	318
NKIRAS2	5328	3012	2660	2652	1330	3842	3154	2511
NKPD1	29	25	21	31	18	27	21	17
NKRF	3309	1958	2128	1865	1261	2232	1819	1428
NKTR	7379	4453	5197	4519	2829	4595	4124	3256
NKX1-2	21	23	34	41	20	27	33	10
NKX2-1	324	224	409	427	234	364	314	223
NKX2-2	265	166	283	253	160	229	239	167
NKX2-3	50	21	59	45	19	46	33	41
NKX2-4	261	160	235	204	116	183	197	143
NKX2-5	1523	809	924	927	424	976	838	579
NKX2-6	0	0	0	0	0	0	0	0
NKX2-8	49	38	72	62	32	55	37	37
NKX3-1	400	209	310	283	176	251	269	189
NKX3-2	229	121	159	199	101	149	122	97
NKX6-1	144	96	155	150	85	115	106	93
NKX6-2	26	18	19	21	10	25	23	20
NKX6-3	0	0	0	0	0	0	0	0
NLE1	2472	1424	1230	1288	601	1662	1411	1096
NLGN1	247	170	238	229	141	210	175	131
NLGN2	1911	1278	2379	2340	1120	2053	1832	1558
NLGN3	364	214	157	134	59	114	134	115
NLGN4X	0	0	0	0	0	0	0	0
NLGN4Y	0	0	0	0	0	0	0	0
NLK	2277	1379	1525	1495	846	1539	1309	1005
NLN	2069	1281	1545	1439	953	1575	1410	1054
NLRC3	3	1	3	5	1	5	1	2
NLRC4	7	3	3	1	2	1	1	3
NLRC5	56	40	81	63	37	61	51	39
NLRP1	22	16	28	23	12	19	12	15
NLRP10	0	0	0	0	0	0	0	0
NLRP11	71	39	46	52	39	92	80	44
NLRP12	0	2	2	5	0	1	1	1
NLRP13	2	1	0	0	1	0	0	0
NLRP14	23	11	16	15	11	21	13	13
NLRP2	8	3	7	5	6	12	8	4
NLRP3	2	0	3	6	2	2	3	0
NLRP4	5	2	1	0	0	0	2	0
NLRP5	1	0	0	0	0	0	0	0
NLRP6	0	1	0	0	1	2	0	0
NLRP7	4	0	1	3	0	0	2	3
NLRP8	0	0	1	0	0	0	0	0
NLRP9	1	0	1	1	0	0	0	1
NLRX1	1188	678	667	681	318	707	562	463
NMB	297	184	195	164	82	173	151	122
NMBR	2	1	6	2	0	2	3	3
NMD3	3484	1936	2129	1962	1500	1517	1328	986
NME1	5530	2988	2807	2500	1423	3720	3015	2456
NME1-NME2	208	19	23	18	41	23	24	10
NME2	944	580	436	559	272	598	478	392
NME3	909	569	637	704	335	653	548	455
NME4	4168	2774	3262	3497	1439	3173	2639	2221
NME5	102	64	131	106	49	149	136	97
NME6	1026	575	683	660	379	627	551	402
NME7	652	379	506	500	278	494	457	301
NME9	5	0	6	12	6	5	8	3
NMI	173	108	114	103	78	102	112	78
NMNAT1	482	302	361	314	181	261	220	198
NMNAT2	66	43	42	47	29	63	39	54
NMNAT3	78	54	95	129	74	66	67	54
NMRAL1	26	19	25	20	8	20	23	19
NMS	0	0	0	0	0	0	0	0
NMT1	9530	5382	5223	5079	2759	6329	5304	4173
NMT2	1456	931	1226	1101	700	1230	980	783
NMU	246	140	234	234	168	226	201	166
NMUR1	11	6	31	25	14	9	12	10
NMUR2	9	8	3	7	1	12	11	14
NNAT	0	0	0	2	0	0	0	0
NNMT	0	1	2	1	1	2	1	0
NNT	3914	2436	3188	2862	1880	2542	2057	1674
NOA1	1391	769	1000	986	498	890	760	548
NOB1	1654	835	822	848	423	851	702	528
NOBOX	1	1	0	0	0	0	0	2
NOC2L	5588	3132	3122	2956	1607	3657	2985	2374
NOC3L	3609	2163	2220	1940	1304	2303	1949	1449
NOC4L	986	558	623	597	290	665	549	462
NOD1	263	166	264	291	157	231	198	148
NOD2	8	3	31	26	9	6	5	6
NODAL	0	2	2	2	0	1	0	0
NOG	312	226	326	357	169	207	214	147
NOL10	3074	1787	2024	1787	1101	2310	1974	1504
NOL11	4610	2714	2272	2180	1447	2823	2496	1886
NOL12	1376	821	945	922	475	1101	907	727
NOL3	209	181	223	243	142	213	153	135
NOL4	301	188	244	220	129	298	266	189
NOL6	2441	1334	1176	1118	567	1445	1161	987
NOL7	2967	1664	2022	1707	1086	1998	1544	1199
NOL8	3396	2008	2023	1780	1259	2198	1985	1400
NOL9	3206	1743	1773	1592	940	2139	1922	1359
NOLC1	8225	5035	8755	7812	4779	9305	7691	5954
NOM1	3147	1847	2872	2614	1522	2678	2145	1673
NOMO1	1964	1164	1037	908	561	840	700	601
NOMO2	764	518	429	339	214	364	345	250
NOMO3	550	337	277	272	166	244	201	161
NONO	19058	11385	13907	13179	6710	15572	13026	10178
NOP10	1864	1091	1150	1139	578	1248	1045	774
NOP14	6361	3487	2986	2737	1597	3473	2921	2414
NOP14-AS1	385	245	311	313	149	273	263	178
NOP16	1360	739	811	732	393	1002	753	606
NOP2	7380	4053	3460	3143	1684	4334	3481	2724
NOP56	12708	7153	8801	7963	4513	7826	6431	5289
NOP58	8678	4897	5602	4912	3006	4863	4146	3117
NOS1	7	5	23	16	6	4	6	5
NOS1AP	166	98	135	113	71	97	97	81
NOS2	93	76	174	158	75	112	99	84
NOS3	15	16	36	40	16	30	25	26
NOSIP	2125	1153	1144	1191	539	1428	1159	862
NOSTRIN	41	26	94	97	68	55	54	40
NOTCH1	1155	673	682	692	329	540	495	356
NOTCH2	8036	5258	6035	4613	2866	4885	4060	3158
NOTCH2NL	731	444	709	639	371	555	490	387
NOTCH3	1929	1336	2275	2133	1158	1143	999	874
NOTCH4	49	41	52	62	25	49	40	22
NOTO	0	0	0	0	0	0	0	0
NOTUM	43	22	60	84	28	37	28	20
NOV	57	42	68	62	40	59	65	55
NOVA1	557	345	436	452	244	490	466	312
NOVA2	252	162	294	313	159	270	271	200
NOX1	0	0	2	0	1	0	0	0
NOX3	0	0	0	0	0	0	0	0
NOX4	8	5	17	11	7	9	10	6
NOX5	0	1	7	7	4	3	4	7
NOXA1	113	114	193	196	108	123	119	127
NOXO1	5	2	2	3	2	7	2	3
NOXRED1	49	34	32	33	15	21	18	17
NPAS1	400	229	436	464	230	283	273	200
NPAS2	436	268	419	371	209	324	298	240
NPAS3	26	19	33	22	8	32	29	27
NPAS4	5	4	0	1	0	2	3	1
NPAT	2277	1356	1545	1366	952	1418	1250	867
NPB	4	4	2	5	2	4	8	3
NPBWR1	0	0	0	0	0	0	0	0
NPBWR2	0	0	0	0	0	0	0	0
NPC1	4071	2329	2078	1890	1140	2110	1713	1369
NPC1L1	100	69	115	100	54	147	118	96
NPC2	1975	1151	1241	1231	669	1301	1031	798
NPDC1	812	605	867	929	429	815	760	630
NPEPL1	8	7	15	8	11	17	6	6
NPEPPS	7666	4536	5085	4514	2871	5123	4252	3330
NPFF	32	19	28	18	15	10	13	9
NPFFR1	0	0	0	0	0	0	0	0
NPFFR2	15	9	21	14	6	8	7	6
NPHP1	460	299	386	346	223	372	318	251
NPHP3	450	309	378	322	177	244	246	173
